duration,src_ip_1,src_ip_2,src_ip_3,src_ip_4,dst_ip_1,dst_ip_2,dst_ip_3,dst_ip_4,src_port,dst_port,protocol,tos,ttl,packets,bytes,TCPflags,label
9.0,209,247,207,242,42,219,146,44,49891,23,TCP,0,0,3,180,....S.,background
14.9,42,219,156,211,211,63,120,170,80,34352,TCP,0,0,7,1907,.AP.SF,background
0.0,42,219,153,89,193,27,165,13,3340,40019,UDP,0,0,1,174,.A....,background
0.0,44,86,199,221,42,219,152,249,53,56163,UDP,0,40,1,129,.A....,background
2.932,42,219,159,95,245,49,80,62,51355,445,TCP,0,0,2,96,....S.,background
0.0,42,219,158,191,143,72,8,137,39436,53,UDP,0,0,1,61,.A....,background
0.124,42,219,159,86,78,160,191,26,48507,80,TCP,0,0,4,398,.AP.S.,background
0.004,42,219,153,191,44,66,235,238,53,17810,UDP,0,0,10,15000,.A....,background
0.0,121,106,65,120,42,219,153,62,17111,53,UDP,0,40,1,64,.A....,background
0.0,53,244,45,117,42,219,153,190,53,5340,UDP,0,0,1,1500,.A....,background
3.272,168,38,13,36,42,219,158,156,55766,443,TCP,0,0,10,2378,.AP.SF,background
9.056,42,39,220,162,42,219,158,178,60616,80,TCP,0,0,7,910,.AP.SF,background
0.608,42,219,154,108,199,29,213,150,25,9254,TCP,0,2,5,531,.AP...,background
0.0,141,191,60,85,79,78,96,175,35105,80,TCP,0,0,1,52,.A...F,background
0.32,42,219,156,211,165,129,146,252,80,35212,TCP,0,0,5,941,.AP.SF,background
3.012,42,219,159,95,150,175,228,159,58430,445,TCP,0,0,2,96,....S.,background
0.448,42,219,154,114,106,150,228,251,80,32546,TCP,0,0,3,128,.A..SF,background
0.0,61,115,83,66,42,219,159,194,53,63072,UDP,0,40,1,115,.A....,background
0.696,216,38,188,188,42,219,156,211,14044,80,TCP,0,0,5,649,.AP.SF,background
0.0,219,121,94,37,42,219,153,191,40112,53,UDP,0,40,5,350,.A....,background
8.58,211,32,167,228,42,219,156,239,61440,443,TCP,0,0,25,3508,.AP.SF,background
0.0,42,219,155,59,106,150,66,109,36551,40034,UDP,0,0,1,72,.A....,background
1.32,42,219,153,38,175,177,229,43,80,23700,TCP,0,0,15,16469,.AP.SF,background
0.0,227,208,30,206,42,219,153,62,60710,53,UDP,0,0,1,75,.A....,background
0.176,42,219,155,56,216,49,103,230,80,52060,TCP,0,0,18,21667,.AP.SF,background
8.972,42,219,159,95,126,47,249,42,16596,80,TCP,0,0,3,144,....S.,background
0.0,42,219,156,231,143,72,8,137,43492,53,UDP,0,0,2,128,.A....,background
36.796,211,63,14,249,42,219,156,211,58972,443,TCP,0,0,11,2039,.AP.S.,background
0.0,42,219,154,156,143,72,4,250,37809,53,UDP,0,0,1,72,.A....,background
0.0,42,219,153,191,253,121,113,251,53,28558,UDP,0,0,1,1500,.A....,background
0.0,143,72,8,137,42,219,156,231,53,48553,UDP,0,0,1,131,.A....,background
0.808,165,13,205,10,42,219,156,211,60337,443,TCP,0,0,11,1394,.AP.SF,background
0.0,42,219,156,231,143,72,8,137,36484,53,UDP,0,0,1,58,.A....,background
0.384,42,219,153,164,52,51,199,99,80,4775,TCP,0,2,15,20582,.AP...,background
0.0,51,250,190,243,42,219,153,191,13570,53,UDP,0,40,25,1625,.A....,background
0.0,143,72,8,137,42,219,159,61,53,45974,UDP,0,0,1,77,.A....,background
0.956,42,219,153,89,183,112,9,234,45699,80,TCP,0,0,6,379,.AP.SF,background
0.0,42,219,153,191,201,79,163,88,53,5206,UDP,0,0,1,1500,.A....,background
0.0,42,219,157,6,220,21,179,52,54010,80,TCP,0,0,1,40,...R..,background
0.0,212,64,102,60,42,219,159,195,41029,53,UDP,0,40,1,76,.A....,background
0.0,143,255,57,17,42,219,153,191,13573,53,UDP,0,40,13,845,.A....,background
0.268,42,219,155,56,194,233,64,20,80,62146,TCP,0,0,5,661,.AP.SF,background
14.968,213,249,23,145,42,219,159,85,56627,26901,TCP,0,40,5,300,....S.,background
0.0,42,219,159,94,123,6,216,121,55245,443,TCP,0,0,1,40,.A....,background
3.304,42,219,159,95,71,108,155,170,19217,445,TCP,0,0,3,144,....S.,background
0.0,42,219,153,62,51,148,196,48,53,39854,UDP,0,0,1,155,.A....,background
0.0,42,219,158,178,150,249,253,136,53,27424,UDP,0,0,1,79,.A....,background
0.0,192,128,230,96,42,219,159,181,40032,33270,UDP,0,40,1,49,.A....,background
7.324,42,219,153,123,106,150,228,97,80,22585,TCP,0,0,618,875950,.AP.SF,background
0.0,51,159,199,95,42,219,153,7,2957,53,UDP,0,72,1,83,.A....,background
16.152,42,219,155,28,74,159,142,215,443,26421,TCP,0,0,6,3170,.AP.SF,background
0.0,43,164,45,110,42,219,155,26,80,50738,TCP,0,0,1,52,.A...F,background
0.432,194,192,119,37,42,219,156,193,25,46126,TCP,0,0,5,564,.AP.SF,background
0.0,143,72,8,137,42,219,154,116,53,49271,UDP,0,0,1,142,.A....,background
2.004,37,97,59,122,42,219,156,211,62721,443,TCP,0,0,10,1674,.AP..F,background
0.0,42,219,159,85,143,72,8,137,4553,53,UDP,0,0,1,61,.A....,background
2.996,42,219,159,95,202,245,42,46,11162,445,TCP,0,0,2,96,....S.,background
1.78,42,219,155,56,211,58,237,78,80,50148,TCP,0,0,22,28721,.AP.SF,background
0.0,42,219,153,7,196,176,188,154,53,53,UDP,0,0,1,66,.A....,background
0.0,210,46,43,130,42,219,153,62,59652,53,UDP,0,72,1,76,.A....,background
1.0,42,219,154,122,185,55,254,126,38581,31000,TCP,0,0,2,120,....S.,background
0.0,152,173,60,137,42,219,153,62,37606,53,UDP,0,72,1,78,.A....,background
0.0,197,181,146,183,42,219,159,194,53,65092,UDP,0,0,1,212,.A....,background
4.332,42,219,156,211,165,11,222,18,80,37436,TCP,0,0,4,915,.AP.SF,background
0.0,42,219,155,188,204,97,72,155,53,41545,UDP,0,0,1,169,.A....,background
1.512,176,129,106,146,42,219,157,23,9862,80,TCP,0,0,6,504,.AP.SF,background
0.328,42,219,156,211,214,42,144,103,80,64507,TCP,0,0,4,1317,.AP.SF,background
0.772,199,29,213,150,42,219,154,109,60509,25,TCP,0,42,5,310,.AP.S.,background
0.0,42,219,156,243,165,15,248,1,22011,45754,TCP,0,0,1,54,.AP...,background
0.688,42,219,156,211,211,58,5,125,443,50820,TCP,0,0,12,5970,.APRSF,background
0.004,42,219,153,191,51,130,134,210,53,56280,UDP,0,0,7,10500,.A....,background
0.208,133,132,7,206,42,219,155,102,47251,110,TCP,0,0,8,383,.AP.SF,background
0.0,208,91,64,174,42,219,154,108,34648,53,UDP,0,0,1,71,.A....,background
0.0,42,219,156,239,189,99,167,84,44249,443,TCP,0,0,1,52,.A....,background
8.948,42,219,156,211,211,39,200,237,80,52860,TCP,0,0,7,1804,.AP.SF,background
1.296,74,159,161,86,42,219,155,28,4009,443,TCP,0,0,14,2965,.APRSF,background
0.16,42,219,153,62,48,38,240,123,58052,53,UDP,0,0,2,172,.A....,background
0.0,42,219,153,62,51,131,255,66,53,57469,UDP,0,0,1,127,.A....,background
0.0,33,171,182,155,42,219,156,195,3306,59898,TCP,0,0,1,40,.A.R..,background
2.996,42,219,159,95,163,24,41,52,10681,445,TCP,0,0,2,96,....S.,background
0.0,42,219,153,62,204,97,44,65,53,45919,UDP,0,0,1,197,.A....,background
0.0,165,133,210,175,42,219,155,19,0,2048,ICMP,0,64,1,32,.A....,background
0.164,63,44,244,240,42,219,154,142,63084,80,TCP,0,0,13,603,.AP.SF,background
1.512,42,219,155,28,64,208,177,104,443,39527,TCP,0,0,10,3344,.APRSF,background
0.0,210,199,5,102,42,219,159,195,43162,53,UDP,0,40,1,67,.A....,background
0.0,63,147,63,2,42,219,159,94,53,62294,UDP,0,40,1,97,.A....,background
9.176,215,172,40,234,42,219,156,211,48121,443,TCP,0,72,14,1859,.APRS.,background
0.6,85,236,82,121,42,219,153,154,443,49299,TCP,0,0,10,5164,.AP.SF,background
0.708,165,164,182,135,42,219,156,211,34409,443,TCP,0,0,9,1360,.AP.SF,background
0.996,223,10,6,120,42,219,159,82,57400,7070,TCP,0,0,10,852,.AP.SF,background
0.06,210,94,44,103,42,219,159,119,63178,80,TCP,0,0,4,612,.AP..F,background
0.0,225,16,219,152,42,219,153,62,16541,53,UDP,0,72,1,77,.A....,background
0.792,42,219,154,98,127,153,171,48,25,54039,TCP,0,0,8,659,.AP.SF,background
0.0,143,72,8,137,42,219,156,231,53,35898,UDP,0,0,1,131,.A....,background
0.952,42,219,155,90,165,129,109,201,443,38865,TCP,0,0,11,3298,.APRSF,background
31.12,209,62,86,50,42,219,156,211,42096,80,TCP,0,0,6,717,.AP.SF,background
0.0,42,219,156,231,143,72,8,137,51538,53,UDP,0,0,1,76,.A....,background
0.0,204,97,46,116,42,219,154,128,56400,53,UDP,0,0,1,72,.A....,background
2.936,64,103,128,231,42,219,155,28,40339,443,TCP,0,72,11,2593,.APRSF,background
9.412,42,145,234,218,42,219,156,246,57184,80,TCP,0,0,102,8851,.AP.SF,background
0.0,217,221,150,164,42,219,159,87,39677,53,UDP,0,0,1,71,.A....,background
0.0,42,219,155,59,85,222,219,8,57394,443,TCP,0,0,1,40,.A.R..,background
0.0,42,219,159,194,234,8,59,231,53,60983,UDP,0,0,1,136,.A....,background
4.212,42,219,156,211,69,95,55,192,80,39500,TCP,0,0,4,1395,.AP.SF,background
0.432,223,221,145,64,42,219,154,133,4755,80,TCP,0,0,16,1242,.AP.SF,background
0.0,42,219,154,19,143,72,8,137,58063,53,UDP,0,0,1,73,.A....,background
0.048,42,219,157,10,65,246,169,136,50179,443,TCP,0,0,2,80,.A...F,background
0.992,42,219,153,252,207,199,18,124,25,61346,TCP,0,0,8,650,.AP.SF,background
0.0,195,197,89,165,42,219,153,62,28674,53,UDP,0,0,1,80,.A....,background
0.0,42,219,159,82,202,28,176,40,8000,35946,TCP,0,0,1,52,.A....,background
4.424,42,219,156,211,213,37,180,96,443,35370,TCP,0,0,11,5741,.AP.SF,background
0.364,42,219,159,82,185,60,186,12,58773,443,TCP,0,0,3,825,.AP...,background
0.0,42,219,153,191,222,211,175,91,53,33239,UDP,0,0,4,6000,.A....,background
3.052,218,147,150,30,42,219,158,175,49948,443,TCP,0,40,53,6601,.AP.S.,background
0.0,143,72,4,250,42,219,154,132,53,46089,UDP,0,0,1,104,.A....,background
0.0,60,3,27,94,42,219,153,7,53,53,UDP,0,40,2,1124,.A....,background
0.0,42,219,153,7,193,27,6,194,53,62386,UDP,0,0,1,171,.A....,background
0.0,42,219,159,194,216,51,254,36,53,40553,UDP,0,0,1,154,.A....,background
2.208,64,12,36,6,42,219,155,28,7889,443,TCP,0,72,13,3047,.APRSF,background
5.508,42,219,159,63,42,207,235,55,62568,443,TCP,0,0,11,3401,.AP.SF,background
0.084,42,219,155,56,211,40,149,154,80,64515,TCP,0,0,6,4458,.AP.SF,background
0.0,182,80,102,137,42,219,153,191,28135,53,UDP,0,40,1,67,.A....,background
0.12,42,219,158,213,165,164,50,234,80,38019,TCP,0,0,5,697,.AP.SF,background
0.152,83,45,9,188,42,219,155,59,443,1120,TCP,0,40,6,4240,.AP.S.,background
0.0,133,133,213,120,42,219,157,12,0,0,GRE,0,0,1,164,.A....,background
0.0,42,219,156,231,143,72,8,137,43071,53,UDP,0,0,1,76,.A....,background
21.376,42,219,156,231,143,72,8,137,48083,53,UDP,0,0,2,152,.A....,background
2.536,42,219,155,28,74,159,49,208,443,3691,TCP,0,0,10,3344,.APRSF,background
0.596,42,219,156,185,194,192,119,35,49366,25,TCP,0,0,6,445,.APRS.,background
0.0,42,219,159,194,105,254,145,83,53,60553,UDP,0,0,1,77,.A....,background
0.0,42,219,159,179,42,219,159,154,61052,161,UDP,0,0,1,444,.A....,background
0.0,176,42,245,164,42,219,146,30,56029,50802,TCP,0,0,1,52,....S.,background
0.0,42,219,153,191,165,241,129,20,53,57066,UDP,0,0,1,1500,.A....,background
0.0,211,54,87,139,42,219,159,82,28398,8000,TCP,0,0,1,84,.AP...,background
2.724,42,219,153,79,225,26,20,20,25,23299,TCP,0,0,7,583,.AP.S.,background
0.0,37,112,205,133,42,219,153,7,32684,53,UDP,0,40,1,79,.A....,background
0.004,42,219,157,24,216,60,217,196,57757,63135,UDP,0,0,2,196,.A....,background
0.576,201,172,168,58,42,219,156,211,53368,80,TCP,0,0,5,661,.AP.SF,background
11.032,42,219,156,211,37,112,188,206,80,36267,TCP,0,0,5,1071,.AP.SF,background
0.0,185,121,202,196,42,219,153,7,21782,53,UDP,0,72,1,78,.A....,background
0.0,65,243,127,252,42,219,153,62,52852,53,UDP,0,40,1,78,.A....,background
0.0,210,186,196,18,42,219,152,249,42859,53,UDP,0,0,1,70,.A....,background
18.232,42,219,156,211,211,60,28,140,80,51468,TCP,0,0,6,1752,.AP.SF,background
0.0,150,29,229,117,42,219,153,191,16291,53,UDP,0,40,8,520,.A....,background
0.0,42,219,153,62,194,211,144,243,53,8638,UDP,0,0,1,181,.A....,background
0.0,42,219,154,116,143,72,8,137,36642,53,UDP,0,0,1,74,.A....,background
0.0,42,219,154,101,143,72,8,137,34505,53,UDP,0,0,1,74,.A....,background
0.0,142,167,150,231,42,219,159,194,32583,53,UDP,0,40,1,71,.A....,background
0.184,133,132,7,206,42,219,155,102,54904,110,TCP,0,0,8,389,.AP.SF,background
1.056,42,219,159,95,212,1,203,228,59948,445,TCP,0,0,3,144,....S.,background
0.0,42,219,154,100,143,72,8,137,51991,53,UDP,0,0,1,72,.A....,background
0.096,96,248,59,66,42,219,156,231,6379,54240,TCP,0,40,6,420,.APRS.,background
0.0,178,64,64,205,42,219,159,181,53,58461,UDP,0,40,1,84,.A....,background
0.192,42,219,156,211,218,147,210,164,80,4692,TCP,0,0,4,861,.AP.SF,background
0.256,165,129,146,252,42,219,156,211,45866,80,TCP,0,0,6,692,.AP.SF,background
1.884,158,128,146,214,42,219,158,165,43704,443,TCP,0,40,39,4630,.APRSF,background
11.544,143,72,8,137,42,219,156,231,53,46218,UDP,0,0,2,250,.A....,background
0.0,42,219,153,7,210,46,43,130,53,44880,UDP,0,0,1,300,.A....,background
4.308,42,219,156,211,213,92,240,17,443,57157,TCP,0,0,7,1491,.AP.SF,background
0.0,42,219,156,231,143,72,8,137,54489,53,UDP,0,0,1,56,.A....,background
0.0,42,219,154,103,143,72,8,137,38288,53,UDP,0,0,1,67,.A....,background
1.524,42,219,159,106,150,39,106,227,21237,80,TCP,0,0,10,8883,.AP.S.,background
5.82,217,123,23,151,42,219,156,211,51468,443,TCP,0,72,9,1041,.APRS.,background
0.0,143,72,8,137,42,219,158,164,53,56336,UDP,0,0,1,115,.A....,background
0.212,133,132,7,206,42,219,155,102,17505,110,TCP,0,0,8,387,.AP.SF,background
0.184,115,28,23,149,42,219,154,97,57184,80,TCP,0,40,9,920,.AP.SF,background
0.0,42,219,153,194,115,28,196,81,80,47212,TCP,0,0,1,52,.A...F,background
0.0,42,219,153,7,185,217,255,210,53,36978,UDP,0,0,1,207,.A....,background
0.0,42,219,153,191,236,141,119,13,53,60441,UDP,0,0,1,1500,.A....,background
2.988,42,219,159,95,104,252,182,236,24487,445,TCP,0,0,2,96,....S.,background
31.176,64,45,68,242,42,219,153,30,58577,80,TCP,0,0,38,6054,.APRSF,background
0.0,42,219,153,191,203,121,154,14,53,26498,UDP,0,0,1,1500,.A....,background
36.856,143,72,8,137,42,219,156,231,53,34589,UDP,0,0,2,256,.A....,background
6.012,42,219,156,211,67,206,77,179,80,36330,TCP,0,0,5,1011,.AP.SF,background
2.944,42,219,159,95,56,213,107,229,5993,445,TCP,0,0,2,96,....S.,background
0.028,211,38,3,203,42,219,157,23,51275,80,TCP,0,0,2,80,.A...F,background
0.0,42,219,159,106,83,46,252,68,37588,80,TCP,0,0,1,52,....S.,background
0.0,204,97,137,60,42,219,153,62,48617,53,UDP,0,0,1,67,.A....,background
0.0,33,12,111,240,42,219,152,119,5221,5060,UDP,0,0,1,444,.A....,background
2.652,193,27,83,86,42,219,158,164,25,39427,TCP,0,40,16,5919,.APRSF,background
0.372,216,34,188,200,42,219,156,246,49866,80,TCP,0,0,11,1812,.APRSF,background
13.004,187,124,46,113,42,219,159,94,80,52062,TCP,0,72,2,92,.A..SF,background
0.0,42,219,153,191,194,249,129,231,53,24378,UDP,0,0,15,22500,.A....,background
0.0,42,219,158,242,57,41,5,186,33572,143,TCP,0,72,2,80,...R..,background
2.956,42,219,159,95,100,188,51,43,6861,445,TCP,0,0,2,96,....S.,background
0.0,42,219,153,7,208,91,64,181,53,20503,UDP,0,0,1,115,.A....,background
38.388,42,219,153,191,168,193,89,122,53,31911,UDP,0,0,2,3000,.A....,background
0.0,141,152,56,119,42,219,152,249,46775,53,UDP,0,40,1,70,.A....,background
4.568,73,5,203,178,42,219,157,23,45851,22,TCP,0,40,13,1899,.AP.SF,background
0.0,42,219,159,82,208,67,250,20,8000,17606,TCP,0,0,1,40,.A....,background
0.0,143,72,8,137,42,219,155,57,53,61153,UDP,0,0,1,206,.A....,background
0.0,66,230,41,88,42,219,153,38,50890,80,TCP,0,40,1,52,.A...F,background
3.496,63,107,65,74,42,219,154,96,5469,80,TCP,0,0,19,2354,.AP.SF,background
4.568,74,217,135,105,42,219,158,156,33473,443,TCP,0,72,16,4469,.AP.SF,background
0.0,42,219,154,101,143,72,8,137,34218,53,UDP,0,0,2,122,.A....,background
13.62,42,219,158,165,74,217,229,125,443,37569,TCP,0,0,10,8054,.AP.SF,background
2.972,42,219,159,95,69,8,141,87,34858,445,TCP,0,0,2,96,....S.,background
0.268,150,153,89,98,42,219,159,85,443,59269,TCP,0,8,8,5808,.AP.S.,background
0.0,36,55,41,207,42,219,153,62,46974,53,UDP,0,0,1,79,.A....,background
0.0,42,219,156,243,79,160,60,65,22011,40042,TCP,0,0,1,54,.AP...,background
1.296,201,170,114,48,42,219,153,248,33305,80,TCP,0,0,9,2318,.APRSF,background
0.0,143,72,4,250,42,219,145,158,53,54860,UDP,0,0,1,80,.A....,background
0.172,42,219,156,211,216,159,43,212,80,54991,TCP,0,0,4,844,.AP.SF,background
0.0,78,180,78,46,42,219,151,187,55561,19,UDP,0,40,1,29,.A....,background
0.0,210,46,47,206,42,219,153,62,51898,53,UDP,0,72,1,76,.A....,background
7.992,209,61,128,113,42,219,156,211,62908,443,TCP,0,0,10,1111,.APRSF,background
1.864,70,210,180,181,42,219,155,28,25882,443,TCP,0,0,15,2993,.APRSF,background
0.0,63,60,183,225,42,219,153,191,49729,53,UDP,0,40,1,70,.A....,background
0.14,42,219,153,89,43,164,44,49,50198,443,UDP,0,0,3,1508,.A....,background
0.196,133,132,7,206,42,219,155,102,47794,110,TCP,0,0,8,385,.AP.SF,background
0.0,143,72,8,137,42,219,158,161,53,39890,UDP,0,0,1,78,.A....,background
0.236,165,131,216,197,42,219,156,211,59377,80,TCP,0,0,6,701,.AP.SF,background
0.396,42,219,155,113,121,106,66,202,63430,443,TCP,0,0,4,160,.A...F,background
0.0,192,220,26,60,42,219,153,191,53454,53,UDP,0,40,1,65,.A....,background
0.0,42,219,159,85,67,65,22,180,26291,39381,UDP,0,0,1,132,.A....,background
0.096,42,219,154,101,209,50,174,90,443,62234,TCP,0,0,6,1940,.AP.SF,background
1.124,42,219,156,211,201,161,193,172,443,50237,TCP,0,0,8,2177,.AP.SF,background
6.832,42,219,159,94,36,54,37,205,3477,80,TCP,0,0,6,460,.AP.SF,background
14.96,194,233,67,237,42,219,158,223,55456,80,TCP,0,0,6,582,.AP.SF,background
0.0,42,219,156,231,143,72,8,137,53802,53,UDP,0,0,1,76,.A....,background
0.9,42,219,154,97,192,22,25,41,36407,25,TCP,0,0,24,13516,.AP.SF,background
0.14,223,80,231,40,42,219,155,56,6803,80,TCP,0,0,5,1149,.AP.SF,background
0.0,172,29,15,32,42,219,153,191,42425,53,UDP,0,40,8,520,.A....,background
0.304,66,66,139,24,42,219,154,107,56965,80,TCP,0,72,2,80,.A...F,background
0.2,216,51,35,201,42,219,155,107,53669,80,TCP,0,0,11,1095,.AP.SF,background
0.0,42,219,159,92,143,72,8,137,49496,53,UDP,0,0,1,60,.A....,background
2.936,42,219,159,95,73,50,218,135,10706,445,TCP,0,0,2,96,....S.,background
0.0,202,179,151,184,42,219,153,190,53,50872,UDP,0,0,1,1500,.A....,background
5.096,42,219,154,97,117,71,55,141,80,44053,TCP,0,0,5,1360,.AP.SF,background
5.116,165,252,24,182,42,219,159,181,5938,49433,TCP,0,0,2,104,.AP...,background
9.416,154,207,14,29,42,219,154,159,12832,25,TCP,0,72,7,364,....S.,background
0.0,42,219,156,243,212,112,2,13,22011,39382,TCP,0,0,1,54,.AP...,background
0.168,60,150,2,113,42,219,158,186,34363,80,TCP,0,0,4,656,.AP.SF,background
4.668,201,160,184,249,42,219,156,211,50007,443,TCP,0,0,14,1560,.AP.S.,background
6.648,169,88,251,46,42,219,154,119,41267,80,TCP,0,72,7,1337,.AP.S.,background
26.696,185,16,58,76,42,219,153,156,49048,25,TCP,0,0,48,42137,.APRSF,background
0.0,143,72,8,137,42,219,156,231,53,54545,UDP,0,0,2,197,.A....,background
0.0,143,72,8,137,42,219,156,231,53,37395,UDP,0,0,1,131,.A....,background
3.768,42,219,158,156,74,217,177,149,443,29313,TCP,0,0,10,4072,.AP.SF,background
5.3,42,219,158,213,176,81,160,85,80,53199,TCP,0,0,9,6534,.AP.SF,background
2.94,42,219,159,95,46,150,114,232,26738,445,TCP,0,0,2,96,....S.,background
0.0,45,125,91,1,42,219,154,123,19105,53,UDP,0,0,1,75,.A....,background
0.0,168,33,50,214,42,219,159,201,25960,53,UDP,0,0,1,70,.A....,background
0.0,143,72,8,137,42,219,158,191,53,45441,UDP,0,0,1,60,.A....,background
0.0,143,72,8,137,42,219,158,160,53,38937,UDP,0,0,1,130,.A....,background
0.0,42,219,154,128,234,12,92,67,53,62078,UDP,0,0,1,211,.A....,background
0.096,106,150,20,213,42,219,156,245,61087,80,TCP,0,40,5,512,.AP.SF,background
113.028,209,62,3,161,42,219,156,243,40574,22011,TCP,0,0,24,1344,.AP...,background
4.18,42,219,156,211,133,27,90,253,80,36433,TCP,0,0,4,1389,.AP.SF,background
0.0,42,219,156,231,143,72,8,137,33171,53,UDP,0,0,1,76,.A....,background
0.74,42,219,159,82,67,207,104,24,21,37874,TCP,0,0,8,458,.AP.SF,background
0.0,123,6,216,102,42,219,159,94,443,62136,TCP,0,40,1,130,.AP...,background
0.0,42,219,154,101,185,102,182,179,53,47279,UDP,0,0,1,175,.A....,background
0.0,42,219,158,242,57,41,5,186,52575,161,UDP,0,0,1,74,.A....,background
0.0,42,219,153,62,204,97,73,63,53,43116,UDP,0,0,1,155,.A....,background
5.964,168,38,13,97,42,219,158,156,49340,443,TCP,0,0,9,1046,.AP.SF,background
0.0,205,120,228,5,42,219,159,194,36822,53,UDP,0,40,1,73,.A....,background
0.0,188,225,169,216,42,219,152,249,15941,53,UDP,0,40,1,73,.A....,background
10.656,67,208,192,240,42,219,158,175,53060,443,TCP,0,0,29,7613,.APRS.,background
0.0,67,211,183,241,42,219,158,180,43153,443,TCP,0,0,1,366,.AP..F,background
0.0,123,8,64,26,42,219,153,62,16725,53,UDP,0,40,1,78,.A....,background
0.0,42,219,159,90,143,72,8,137,58573,53,UDP,0,0,1,66,.A....,background
0.22,42,219,156,211,218,146,207,65,80,49340,TCP,0,0,5,1128,.AP.SF,background
3.076,42,219,159,95,234,173,169,78,63607,445,TCP,0,0,2,96,....S.,background
0.184,192,143,87,124,42,219,156,182,25,38863,TCP,0,72,3,230,.AP.SF,background
1.556,64,208,180,36,42,219,155,28,16168,443,TCP,0,0,12,2877,.APRSF,background
0.516,176,207,42,84,42,219,156,211,64553,443,TCP,0,0,11,1359,.APRSF,background
5.404,216,35,37,236,42,219,158,186,33398,80,TCP,0,0,19,7586,.AP.S.,background
2.02,165,12,213,96,42,219,156,211,57523,80,TCP,0,0,4,568,.AP..F,background
0.0,104,101,10,234,42,219,156,210,51013,443,TCP,0,0,1,41,.A....,background
18.828,211,58,109,182,42,219,156,211,43291,443,TCP,0,0,13,1871,.APRS.,background
0.04,201,162,30,5,42,219,159,82,35212,21,TCP,0,0,2,92,.A..S.,background
15.544,219,99,10,164,42,219,156,211,49376,443,TCP,0,0,14,1805,.APRSF,background
4.292,212,113,78,240,42,219,156,211,51412,80,TCP,0,0,5,685,.AP.S.,background
10.336,201,172,241,116,42,219,156,211,39496,80,TCP,0,0,6,703,.AP.SF,background
0.004,42,219,153,191,235,29,168,234,53,15248,UDP,0,0,13,19500,.A....,background
0.196,211,141,240,203,42,219,156,211,52551,80,TCP,0,0,7,710,.APRSF,background
10.064,42,219,155,56,202,25,4,1,80,63566,TCP,0,0,4,196,.A..SF,background
0.0,67,120,114,13,42,219,156,177,59484,3389,TCP,0,0,1,40,....S.,background
0.0,133,179,222,34,42,219,159,194,51541,53,UDP,0,72,1,59,.A....,background
1.228,131,136,247,86,42,219,155,107,46815,80,TCP,0,0,14,1201,.AP.SF,background
0.084,69,132,5,91,42,219,154,107,48347,80,TCP,0,40,6,831,.APRSF,background
0.0,42,219,153,7,51,134,2,42,53,57358,UDP,0,0,1,201,.A....,background
0.0,71,163,139,127,42,219,159,181,0,0,ICMP,0,72,1,32,.A....,background
0.0,42,219,153,191,202,65,158,200,53,23345,UDP,0,0,1,1500,.A....,background
41.42,42,219,159,85,185,195,65,154,2533,21324,TCP,0,0,11,640,.AP.S.,background
0.496,42,219,156,211,165,129,146,252,80,55014,TCP,0,0,4,915,.AP.SF,background
0.0,59,163,218,102,42,219,153,26,7528,53,UDP,0,40,1,76,.A....,background
0.0,42,219,153,117,62,100,51,133,38655,10003,TCP,0,0,1,41,.A....,background
0.0,42,219,153,199,62,162,142,62,1723,40987,TCP,0,0,1,72,.AP...,background
19.04,165,130,242,152,42,219,156,211,49932,80,TCP,0,0,6,715,.AP.SF,background
4.252,165,131,84,144,42,219,156,211,54661,443,TCP,0,0,9,1086,.AP.S.,background
0.688,216,33,79,89,42,219,156,211,51730,80,TCP,0,0,5,647,.AP.SF,background
0.304,42,219,156,191,108,66,255,255,33856,25,TCP,0,0,4,216,.A.RS.,background
0.0,71,115,71,237,42,219,153,191,9047,53,UDP,0,40,15,975,.A....,background
5.08,42,219,158,156,168,38,13,99,443,63294,TCP,0,0,7,429,.AP.SF,background
4.428,212,117,211,218,42,219,156,211,62380,443,TCP,0,0,13,1680,.AP.S.,background
0.0,182,80,102,137,42,219,153,191,10363,53,UDP,0,40,1,67,.A....,background
0.804,43,164,45,105,42,219,159,85,443,36370,TCP,0,0,14,1276,.AP.SF,background
0.0,42,219,153,7,195,197,89,162,53,58424,UDP,0,0,1,134,.A....,background
0.008,42,219,153,191,170,228,244,202,53,3747,UDP,0,0,25,37500,.A....,background
0.004,42,219,153,191,172,29,145,6,53,19956,UDP,0,0,15,22500,.A....,background
0.0,106,152,20,81,42,219,153,89,40005,48547,UDP,0,40,1,48,.A....,background
0.0,42,219,156,231,143,72,8,137,40571,53,UDP,0,0,1,76,.A....,background
5.88,42,219,156,211,211,55,111,12,80,58606,TCP,0,0,5,987,.AP.SF,background
3.008,42,219,159,95,94,213,246,145,14365,445,TCP,0,0,2,96,....S.,background
4.104,210,67,92,45,42,219,156,211,57885,443,TCP,0,40,9,1070,.AP.S.,background
0.124,61,151,164,168,42,219,153,128,24242,80,TCP,0,0,6,1119,.AP.SF,background
4.58,42,219,156,211,218,156,234,155,443,5098,TCP,0,0,12,7542,.AP.SF,background
0.0,143,72,8,137,42,219,156,231,53,36387,UDP,0,0,1,131,.A....,background
19.496,42,219,156,211,213,38,200,158,80,50548,TCP,0,0,5,961,.AP.SF,background
