flow_id,src_ip,dst_ip,src_port,dst_port,protocol,service_name,bytes,packets,duration_ms,tcp_flags,input_interface,output_interface,tos,direction,host_type,ext_category
FLOW_1507,10.4.2.244,13.4.102.122,63809,3389,6,RDP,70514,155,24362,SYN-ACK,Gi0/0,Gi0/3,40,outbound,printer,api_endpoint
FLOW_1508,10.3.119.37,172.180.131.138,64159,3389,6,RDP,77395,138,3848,SYN-ACK,Gi1/1,Gi0/1,0,outbound,workstation,web_server
FLOW_1509,10.5.107.60,204.222.115.5,63971,143,6,IMAP,6984,75,55607,SYN-ACK,Gi1/0,Gi1/1,0,outbound,workstation,cdn
FLOW_1510,10.3.204.239,93.55.55.95,64530,123,17,NTP,9597,3,44663,ACK,Gi0/2,Gi1/1,40,outbound,workstation,mail_server
FLOW_1511,10.5.224.105,54.76.160.211,64660,161,17,SNMP,4722,48,28434,ACK,Gi1/1,Gi0/1,0,inbound,workstation,cloud_service
FLOW_1512,10.3.227.28,54.66.36.242,53987,110,6,POP3,1046,24,18917,ACK,Gi0/3,Gi1/1,0,inbound,iot_device,mail_server
FLOW_1513,10.4.166.211,40.142.213.223,51156,3306,6,MYSQL,19049,53,29050,PSH-ACK,Gi0/1,Gi1/0,0,inbound,workstation,cloud_service
FLOW_1514,10.5.245.10,8.15.171.131,62788,443,6,HTTPS,68722,50,51636,FIN-ACK,Gi0/0,Gi1/1,0,outbound,workstation,cloud_service
FLOW_1515,10.3.208.122,40.204.131.25,52379,25,6,SMTP,12351,10,15081,SYN-ACK,Gi0/1,Gi1/1,32,outbound,workstation,cloud_service
FLOW_1516,10.4.229.250,31.105.205.250,64563,993,6,IMAPS,21272,55,6062,ACK,Gi0/2,Gi0/0,0,outbound,workstation,cloud_service
FLOW_1517,10.5.137.63,23.234.215.11,60837,161,17,SNMP,36229,22,14033,PSH-ACK,Gi1/1,Gi1/1,0,outbound,iot_device,dns_server
FLOW_1518,10.3.247.248,157.128.61.221,64585,143,6,IMAP,11586,18,32874,SYN,Gi0/0,Gi0/0,0,outbound,iot_device,cdn
FLOW_1519,10.4.2.244,13.4.102.122,57253,3389,6,RDP,24323,11,17011,ACK,Gi0/2,Gi0/0,0,outbound,printer,api_endpoint
FLOW_1520,10.3.220.174,64.163.159.160,62709,21,6,FTP,75701,40,2514,SYN,Gi1/1,Gi1/0,0,outbound,workstation,cdn
FLOW_1521,10.3.208.122,40.204.131.25,62304,25,6,SMTP,138462,11,5000,PSH-ACK,Gi0/0,Gi0/2,0,outbound,workstation,cloud_service
FLOW_1522,10.3.227.28,8.243.31.56,62556,110,6,POP3,174501,40,7751,PSH-ACK,Gi0/2,Gi0/1,0,outbound,iot_device,mail_server
FLOW_1523,10.3.247.248,157.128.61.221,53048,143,6,IMAP,23088,8,6731,PSH-ACK,Gi0/0,Gi0/0,46,inbound,iot_device,cdn
FLOW_1524,10.3.21.46,72.167.45.25,56229,143,6,IMAP,121557,66,5626,ACK,Gi0/2,Gi1/1,0,outbound,printer,cloud_service
FLOW_1525,10.1.169.178,172.115.176.235,53013,21,6,FTP,36122,49,5999,SYN,Gi0/1,Gi1/0,0,outbound,server,cdn
FLOW_1526,10.2.53.229,13.41.130.123,56747,123,17,NTP,817,35,981,PSH-ACK,Gi0/1,Gi0/2,0,outbound,workstation,dns_server
FLOW_1527,10.2.20.41,72.102.211.138,62578,110,6,POP3,33872,23,19216,SYN,Gi0/1,Gi0/1,40,outbound,workstation,dns_server
FLOW_1528,10.4.100.164,40.196.163.31,60820,3306,6,MYSQL,8760,74,1788,PSH-ACK,Gi0/2,Gi0/2,40,inbound,server,dns_server
FLOW_1529,10.4.212.233,157.227.160.151,63096,25,6,SMTP,119470,278,98418,RST-ACK,Gi0/1,Gi0/1,32,outbound,workstation,api_endpoint
FLOW_1530,10.5.173.247,151.157.67.141,54950,443,6,HTTPS,68755,5,33030,ACK,Gi0/2,Gi0/2,0,outbound,workstation,cdn
FLOW_1531,10.3.119.37,17.181.211.241,56778,3389,6,RDP,38979,122,14139,ACK,Gi0/3,Gi1/0,0,outbound,workstation,mail_server
FLOW_1532,10.1.9.139,54.207.223.199,50806,5432,6,POSTGRESQL,18501,48,48761,FIN-ACK,Gi1/0,Gi0/2,32,outbound,iot_device,cdn
FLOW_1533,10.1.9.139,35.185.155.127,53998,5432,6,POSTGRESQL,7041,38,92874,ACK,Gi0/3,Gi0/3,32,outbound,iot_device,dns_server
FLOW_1534,10.1.29.169,104.50.91.163,58383,6379,6,REDIS,168175,3,28450,RST-ACK,Gi1/1,Gi0/3,0,outbound,workstation,cloud_service
FLOW_1535,10.2.20.41,72.102.211.138,54073,110,6,POP3,25060,57,5087,FIN-ACK,Gi1/0,Gi0/1,0,outbound,workstation,dns_server
FLOW_1536,10.4.21.81,52.155.48.152,54941,443,6,HTTPS,1888,34,3830,SYN,Gi1/1,Gi1/0,40,outbound,printer,cdn
FLOW_1537,10.3.229.197,204.11.129.237,50928,161,17,SNMP,134770,13,16232,RST,Gi0/1,Gi1/0,0,inbound,iot_device,web_server
FLOW_1538,10.3.139.10,93.173.110.172,57000,80,6,HTTP,18411,30,38072,PSH-ACK,Gi0/0,Gi0/0,32,outbound,workstation,web_server
FLOW_1539,10.3.21.46,23.136.60.60,56327,143,6,IMAP,14943,45,32130,PSH-ACK,Gi0/3,Gi0/2,32,outbound,printer,api_endpoint
FLOW_1540,10.3.139.10,199.79.71.164,55301,80,6,HTTP,7548,64,32200,PSH-ACK,Gi0/0,Gi0/2,40,outbound,workstation,cloud_service
FLOW_1541,10.4.212.233,204.169.17.89,53946,25,6,SMTP,82003,38,57896,SYN,Gi0/1,Gi0/0,0,outbound,workstation,dns_server
FLOW_1542,10.4.22.189,8.97.164.61,64040,3306,6,MYSQL,39160,55,6562,ACK,Gi1/1,Gi0/3,32,outbound,workstation,web_server
FLOW_1543,10.2.53.229,199.40.97.204,58825,123,17,NTP,58229,126,40685,ACK,Gi0/2,Gi0/1,0,outbound,workstation,web_server
FLOW_1544,10.5.8.222,72.88.246.35,57023,143,6,IMAP,30824,36,2289,SYN,Gi1/0,Gi0/3,0,outbound,server,web_server
FLOW_1545,10.3.71.105,17.195.226.198,64221,53,17,DNS,76231,23,3629,ACK,Gi0/0,Gi0/0,0,outbound,printer,cloud_service
FLOW_1546,10.3.63.142,72.188.38.86,59222,80,6,HTTP,19548,13,3836,ACK,Gi1/0,Gi0/0,0,inbound,iot_device,mail_server
FLOW_1547,10.5.137.63,23.234.215.11,57784,161,17,SNMP,15766,4,18255,SYN-ACK,Gi1/0,Gi1/0,0,inbound,iot_device,dns_server
FLOW_1548,10.3.21.46,23.136.60.60,60155,143,6,IMAP,7028,25,8061,ACK,Gi0/3,Gi0/2,0,outbound,printer,api_endpoint
FLOW_1549,10.2.53.229,199.40.97.204,62960,123,17,NTP,31855,27,37289,RST,Gi0/2,Gi1/0,0,inbound,workstation,web_server
FLOW_1550,10.4.42.99,64.13.87.146,58326,5432,6,POSTGRESQL,131376,1,4811,SYN,Gi1/1,Gi0/1,0,inbound,printer,web_server
FLOW_1551,10.5.245.10,93.140.89.185,62785,443,6,HTTPS,159553,22,19485,FIN-ACK,Gi1/1,Gi0/0,40,inbound,workstation,mail_server
FLOW_1552,10.3.88.117,172.145.131.237,63051,110,6,POP3,37865,64,42188,PSH-ACK,Gi0/1,Gi1/0,0,outbound,workstation,api_endpoint
FLOW_1553,10.1.29.169,104.50.91.163,60950,6379,6,REDIS,135948,50,59787,FIN-ACK,Gi1/0,Gi0/2,40,inbound,workstation,cloud_service
FLOW_1554,10.3.88.117,204.75.93.26,49349,110,6,POP3,76678,69,21061,RST-ACK,Gi0/2,Gi0/2,0,outbound,workstation,cloud_service
FLOW_1555,10.3.145.113,64.98.113.127,59077,22,6,SSH,22857,27,47396,ACK,Gi1/0,Gi1/0,0,inbound,workstation,web_server
FLOW_1556,10.5.107.60,64.40.80.158,60831,5432,6,POSTGRESQL,65755,18,13314,PSH-ACK,Gi1/1,Gi1/1,0,outbound,workstation,web_server
FLOW_1557,10.4.42.99,64.13.87.146,62684,5432,6,POSTGRESQL,96359,97,62073,SYN-ACK,Gi0/2,Gi0/2,46,outbound,printer,web_server
FLOW_1558,10.3.208.122,23.105.51.140,52522,25,6,SMTP,33796,51,10382,ACK,Gi0/0,Gi0/3,0,inbound,workstation,mail_server
FLOW_1559,10.5.8.222,8.61.130.176,50146,143,6,IMAP,38668,42,15121,SYN,Gi1/0,Gi0/0,32,outbound,server,mail_server
FLOW_1560,10.2.178.54,13.158.30.23,50768,993,6,IMAPS,16207,29,49069,SYN,Gi1/0,Gi0/1,32,inbound,workstation,cloud_service
FLOW_1561,10.3.71.105,17.195.226.198,50267,53,17,DNS,81046,2,676,SYN-ACK,Gi1/1,Gi1/0,40,outbound,printer,cloud_service
FLOW_1562,10.2.107.89,40.192.219.23,60075,80,6,HTTP,44730,56,899,FIN-ACK,Gi1/1,Gi1/1,0,outbound,server,cloud_service
FLOW_1563,10.3.145.113,64.98.113.127,53812,22,6,SSH,57709,158,42140,PSH-ACK,Gi1/0,Gi0/0,0,outbound,workstation,web_server
FLOW_1564,10.4.229.250,31.105.205.250,55839,993,6,IMAPS,19905,184,16094,SYN,Gi0/3,Gi0/3,0,outbound,workstation,cloud_service
FLOW_1565,10.3.88.117,204.75.93.26,55941,110,6,POP3,8641,181,19746,ACK,Gi1/1,Gi0/3,0,outbound,workstation,cloud_service
FLOW_1566,10.4.2.244,17.30.254.148,58373,3389,6,RDP,78397,149,10790,ACK,Gi0/3,Gi1/1,0,outbound,printer,api_endpoint
FLOW_1567,10.4.21.81,52.155.48.152,61039,443,6,HTTPS,59999,32,3192,ACK,Gi1/1,Gi0/1,0,outbound,printer,cdn
FLOW_1568,10.3.21.46,23.136.60.60,65062,143,6,IMAP,5520,19,2824,ACK,Gi0/0,Gi1/0,0,outbound,printer,api_endpoint
FLOW_1569,10.1.20.88,23.173.156.147,59576,25,6,SMTP,196457,37,30009,SYN-ACK,Gi1/0,Gi0/1,40,outbound,workstation,dns_server
FLOW_1570,10.3.227.28,8.243.31.56,56803,110,6,POP3,194825,12,4657,SYN,Gi0/3,Gi0/2,0,outbound,iot_device,mail_server
FLOW_1571,10.2.221.156,64.190.198.121,62126,53,17,DNS,34328,59,44016,ACK,Gi0/1,Gi1/1,32,outbound,iot_device,web_server
FLOW_1572,10.5.107.60,204.222.115.5,59021,143,6,IMAP,17538,68,33539,SYN-ACK,Gi0/3,Gi0/0,0,outbound,workstation,cdn
FLOW_1573,10.1.91.219,35.135.153.182,60473,21,6,FTP,133064,17,26510,FIN-ACK,Gi0/3,Gi0/1,0,outbound,printer,mail_server
FLOW_1574,10.5.114.83,34.228.197.43,60734,161,17,SNMP,37760,110,32399,ACK,Gi0/3,Gi0/3,0,outbound,workstation,cloud_service
FLOW_1575,10.3.71.105,17.195.226.198,54439,53,17,DNS,2903,39,21036,ACK,Gi0/1,Gi1/1,0,outbound,printer,cloud_service
FLOW_1576,10.1.155.52,40.41.173.187,55928,6379,6,REDIS,83802,24,31523,RST,Gi0/1,Gi0/3,0,outbound,server,dns_server
FLOW_1577,10.4.229.250,31.105.205.250,52379,993,6,IMAPS,7187,2,10164,FIN-ACK,Gi0/2,Gi0/1,32,outbound,workstation,cloud_service
FLOW_1578,10.3.145.113,64.98.113.127,49291,22,6,SSH,68737,68,9280,SYN,Gi1/1,Gi0/0,0,outbound,workstation,web_server
FLOW_1579,10.4.212.233,204.169.17.89,60304,25,6,SMTP,45288,61,45468,PSH-ACK,Gi1/0,Gi0/2,0,outbound,workstation,dns_server
FLOW_1580,10.4.229.250,208.224.230.164,61694,993,6,IMAPS,59782,19,20992,PSH-ACK,Gi0/2,Gi0/3,40,outbound,workstation,api_endpoint
FLOW_1581,10.3.220.174,64.163.159.160,49207,21,6,FTP,21193,5,121541,FIN-ACK,Gi0/3,Gi0/2,0,inbound,workstation,cdn
FLOW_1582,10.4.22.189,8.97.164.61,62477,3306,6,MYSQL,5278,0,2382,FIN-ACK,Gi0/2,Gi1/0,0,outbound,workstation,web_server
FLOW_1583,10.2.221.156,204.158.182.202,62127,53,17,DNS,8639,2,8193,ACK,Gi1/0,Gi1/0,46,outbound,iot_device,api_endpoint
FLOW_1584,10.3.247.248,35.126.134.34,55033,143,6,IMAP,126588,11,28279,PSH-ACK,Gi0/1,Gi0/0,32,outbound,iot_device,cloud_service
FLOW_1585,10.1.9.139,35.185.155.127,55840,5432,6,POSTGRESQL,150348,14,5974,SYN,Gi0/3,Gi1/0,0,outbound,iot_device,dns_server
FLOW_1586,10.1.29.169,17.69.68.64,49350,6379,6,REDIS,78028,10,258,RST,Gi0/2,Gi0/0,0,inbound,workstation,dns_server
FLOW_1587,10.2.98.35,23.22.167.116,54461,6379,6,REDIS,7918,120,24157,PSH-ACK,Gi0/0,Gi0/3,32,inbound,workstation,cloud_service
FLOW_1588,10.1.155.52,40.41.173.187,54486,6379,6,REDIS,101199,86,45766,PSH-ACK,Gi0/3,Gi0/2,0,outbound,server,dns_server
FLOW_1589,10.3.63.142,31.90.211.191,57624,80,6,HTTP,42135,26,9770,SYN-ACK,Gi0/3,Gi0/3,0,outbound,iot_device,api_endpoint
FLOW_1590,10.3.247.248,35.126.134.34,63142,143,6,IMAP,166088,12,17255,ACK,Gi1/0,Gi0/2,0,inbound,iot_device,cloud_service
FLOW_1591,10.2.221.156,64.190.198.121,54967,53,17,DNS,28332,28,10232,RST,Gi0/1,Gi1/0,32,outbound,iot_device,web_server
FLOW_1592,10.4.22.189,8.97.164.61,55423,3306,6,MYSQL,56409,13,3977,PSH-ACK,Gi0/2,Gi0/0,0,outbound,workstation,web_server
FLOW_1593,10.5.245.10,8.15.171.131,49215,443,6,HTTPS,60647,20,43583,FIN-ACK,Gi1/1,Gi0/0,0,outbound,workstation,cloud_service
FLOW_1594,10.2.107.89,40.192.219.23,60964,80,6,HTTP,49423,34,8592,SYN,Gi0/1,Gi1/1,46,outbound,server,cloud_service
FLOW_1595,10.2.33.126,52.5.188.86,56520,993,6,IMAPS,28388,44,33349,RST-ACK,Gi1/1,Gi1/0,0,outbound,workstation,dns_server
FLOW_1596,10.3.108.103,35.227.76.94,61837,3389,6,RDP,6775,7,54751,RST-ACK,Gi1/1,Gi0/1,46,outbound,printer,api_endpoint
FLOW_1597,10.4.229.250,31.105.205.250,56908,993,6,IMAPS,65316,28,16268,SYN-ACK,Gi1/1,Gi0/3,0,inbound,workstation,cloud_service
FLOW_1598,10.1.20.88,17.34.147.91,65403,443,6,HTTPS,31919,68,17560,PSH-ACK,Gi0/1,Gi0/0,0,outbound,workstation,cdn
FLOW_1599,10.1.169.178,172.115.176.235,51634,21,6,FTP,564,47,48149,PSH-ACK,Gi0/3,Gi0/3,40,outbound,server,cdn
FLOW_1600,10.1.169.178,17.158.184.187,55254,21,6,FTP,9075,7,43537,PSH-ACK,Gi0/0,Gi1/0,0,outbound,server,mail_server
FLOW_1601,10.4.2.244,17.30.254.148,64484,3389,6,RDP,16507,84,44770,ACK,Gi1/1,Gi0/3,0,inbound,printer,api_endpoint
FLOW_1602,10.4.22.189,104.12.235.110,57461,3306,6,MYSQL,99506,1,4336,RST-ACK,Gi1/0,Gi0/0,32,outbound,workstation,api_endpoint
FLOW_1603,10.1.155.52,40.41.173.187,63876,6379,6,REDIS,98058,43,71158,SYN-ACK,Gi1/1,Gi0/2,40,outbound,server,dns_server
FLOW_1604,10.5.245.10,93.140.89.185,65292,443,6,HTTPS,30938,34,45321,FIN-ACK,Gi1/1,Gi0/3,40,outbound,workstation,mail_server
FLOW_1605,10.3.21.46,23.136.60.60,53956,143,6,IMAP,67567,29,31514,PSH-ACK,Gi0/3,Gi0/0,32,outbound,printer,api_endpoint
FLOW_1606,10.3.119.37,172.180.131.138,62175,3389,6,RDP,112221,34,1419,SYN,Gi0/1,Gi0/0,32,outbound,workstation,web_server
FLOW_1607,10.3.139.10,93.173.110.172,61487,80,6,HTTP,117098,3,45737,PSH-ACK,Gi0/1,Gi1/1,0,inbound,workstation,web_server
FLOW_1608,10.4.100.164,40.196.163.31,49584,3306,6,MYSQL,44321,27,1246,PSH-ACK,Gi1/1,Gi0/0,46,outbound,server,dns_server
FLOW_1609,10.5.224.105,93.213.37.98,51403,161,17,SNMP,107852,17,64680,RST,Gi0/2,Gi0/2,0,outbound,workstation,api_endpoint
FLOW_1610,10.5.8.222,72.88.246.35,58302,143,6,IMAP,37859,49,11748,ACK,Gi1/0,Gi1/0,0,outbound,server,web_server
FLOW_1611,10.5.60.205,17.234.207.74,50509,5432,6,POSTGRESQL,72111,11,27273,FIN-ACK,Gi0/2,Gi0/0,40,outbound,server,cdn
FLOW_1612,10.4.22.189,104.12.235.110,52758,3306,6,MYSQL,8474,17,10976,ACK,Gi0/2,Gi0/1,0,outbound,workstation,api_endpoint
FLOW_1613,10.2.221.156,64.190.198.121,63317,53,17,DNS,33264,19,40252,RST-ACK,Gi0/1,Gi0/3,0,outbound,iot_device,web_server
FLOW_1614,10.4.21.81,151.146.141.136,65048,443,6,HTTPS,19192,208,51132,ACK,Gi0/0,Gi1/0,0,inbound,printer,api_endpoint
FLOW_1615,10.3.208.122,40.204.131.25,50744,25,6,SMTP,3872,40,2904,SYN-ACK,Gi0/2,Gi1/0,46,outbound,workstation,cloud_service
FLOW_1616,10.4.21.81,52.155.48.152,50935,443,6,HTTPS,19563,79,25805,PSH-ACK,Gi0/1,Gi0/2,46,inbound,printer,cdn
FLOW_1617,10.3.173.173,20.245.218.214,60779,123,17,NTP,2991,83,2421,RST-ACK,Gi0/3,Gi0/1,0,outbound,workstation,cdn
FLOW_1618,10.4.229.250,31.105.205.250,53549,993,6,IMAPS,62785,0,10028,PSH-ACK,Gi0/0,Gi0/2,46,inbound,workstation,cloud_service
FLOW_1619,10.2.98.35,23.22.167.116,56513,6379,6,REDIS,83943,43,45946,PSH-ACK,Gi0/2,Gi0/2,40,outbound,workstation,cloud_service
FLOW_1620,10.1.128.143,208.34.126.88,61529,22,6,SSH,26225,4,17498,RST,Gi0/1,Gi0/2,0,outbound,printer,mail_server
FLOW_1621,10.3.21.46,72.167.45.25,54677,143,6,IMAP,21495,16,27116,ACK,Gi0/2,Gi0/1,0,outbound,printer,cloud_service
FLOW_1622,10.2.221.156,204.158.182.202,60658,53,17,DNS,23420,46,9194,RST-ACK,Gi1/1,Gi1/1,40,outbound,iot_device,api_endpoint
FLOW_1623,10.4.166.211,40.142.213.223,53226,3306,6,MYSQL,149884,27,5558,ACK,Gi0/3,Gi0/3,0,outbound,workstation,cloud_service
FLOW_1624,10.3.119.37,17.181.211.241,55995,3389,6,RDP,33934,47,15427,RST,Gi0/3,Gi1/1,0,inbound,workstation,mail_server
FLOW_1625,10.1.169.178,172.115.176.235,58255,21,6,FTP,70266,54,2188,RST,Gi0/0,Gi0/3,0,outbound,server,cdn
FLOW_1626,10.1.128.143,34.28.93.71,49825,22,6,SSH,32509,92,567,FIN-ACK,Gi0/1,Gi0/1,40,inbound,printer,dns_server
FLOW_1627,10.3.145.113,64.98.113.127,50485,22,6,SSH,10168,112,77485,ACK,Gi0/1,Gi0/0,32,outbound,workstation,web_server
FLOW_1628,10.1.173.140,17.53.242.56,60447,3389,6,RDP,6091,81,13614,ACK,Gi0/3,Gi1/0,40,inbound,printer,cdn
FLOW_1629,10.2.221.156,64.190.198.121,64456,53,17,DNS,174399,46,42019,RST,Gi0/1,Gi0/0,0,inbound,iot_device,web_server
FLOW_1630,10.2.20.41,34.107.106.248,59712,110,6,POP3,25304,161,729,ACK,Gi0/3,Gi0/3,0,outbound,workstation,cdn
FLOW_1631,10.3.208.122,23.105.51.140,54391,53,17,DNS,71706,49,15083,SYN-ACK,Gi0/2,Gi1/1,0,outbound,workstation,mail_server
FLOW_1632,10.3.119.37,172.180.131.138,54506,3389,6,RDP,8065,50,23489,SYN,Gi0/1,Gi1/0,32,inbound,workstation,web_server
FLOW_1633,10.2.33.126,52.5.188.86,54848,993,6,IMAPS,75853,208,5464,ACK,Gi1/1,Gi0/2,0,outbound,workstation,dns_server
FLOW_1634,10.5.60.205,35.96.35.121,55095,5432,6,POSTGRESQL,15783,0,11745,ACK,Gi1/1,Gi0/3,0,outbound,server,api_endpoint
FLOW_1635,10.3.108.103,35.227.76.94,61613,110,6,POP3,13547,19,8113,ACK,Gi0/2,Gi1/1,40,inbound,printer,api_endpoint
FLOW_1636,10.5.8.222,8.61.130.176,55234,143,6,IMAP,5478,75,22200,RST,Gi0/1,Gi0/3,40,outbound,server,mail_server
FLOW_1637,10.4.229.250,31.105.205.250,64596,993,6,IMAPS,5032,2,10988,ACK,Gi0/3,Gi0/0,0,outbound,workstation,cloud_service
FLOW_1638,10.5.173.247,151.47.193.87,57255,443,6,HTTPS,61000,42,51842,ACK,Gi1/0,Gi0/2,0,outbound,workstation,mail_server
FLOW_1639,10.3.227.28,54.66.36.242,51816,110,6,POP3,18276,30,4696,ACK,Gi0/2,Gi0/1,0,outbound,iot_device,mail_server
FLOW_1640,10.3.71.105,17.195.226.198,63444,53,17,DNS,43613,35,44226,FIN-ACK,Gi1/0,Gi1/0,32,outbound,printer,cloud_service
FLOW_1641,10.3.173.173,20.245.218.214,59581,123,17,NTP,10071,0,63670,ACK,Gi0/0,Gi0/2,0,inbound,workstation,cdn
FLOW_1642,10.3.22.19,35.192.43.170,50919,22,6,SSH,147019,19,56867,FIN-ACK,Gi1/0,Gi0/0,0,outbound,workstation,mail_server
FLOW_1643,10.4.229.250,208.224.230.164,58316,993,6,IMAPS,43278,85,11291,SYN-ACK,Gi1/0,Gi0/1,46,outbound,workstation,api_endpoint
FLOW_1644,10.5.8.222,8.61.130.176,62685,143,6,IMAP,44770,8,21960,FIN-ACK,Gi0/1,Gi0/0,32,outbound,server,mail_server
FLOW_1645,10.5.173.247,151.157.67.141,52245,443,6,HTTPS,62649,42,111421,RST-ACK,Gi1/1,Gi1/0,0,outbound,workstation,cdn
FLOW_1646,10.5.107.60,204.222.115.5,58539,143,6,IMAP,3381,10,3346,FIN-ACK,Gi1/1,Gi1/0,32,outbound,workstation,cdn
FLOW_1647,10.1.173.140,13.174.116.75,62682,3389,6,RDP,22907,4,3211,ACK,Gi0/0,Gi0/2,0,outbound,printer,web_server
FLOW_1648,10.3.227.28,8.243.31.56,61223,110,6,POP3,132228,3,54417,PSH-ACK,Gi0/1,Gi0/2,0,outbound,iot_device,mail_server
FLOW_1649,10.2.98.35,54.184.40.9,56046,6379,6,REDIS,20886,94,185681,PSH-ACK,Gi1/1,Gi1/1,0,outbound,workstation,api_endpoint
FLOW_1650,10.4.22.189,104.12.235.110,65495,3306,6,MYSQL,1657,42,59327,PSH-ACK,Gi0/3,Gi1/0,0,outbound,workstation,api_endpoint
FLOW_1651,10.5.245.10,8.15.171.131,64746,443,6,HTTPS,18505,21,7975,ACK,Gi0/1,Gi0/3,0,outbound,workstation,cloud_service
FLOW_1652,10.3.173.173,64.202.136.241,51139,123,17,NTP,42322,13,3204,ACK,Gi1/0,Gi0/3,0,outbound,workstation,api_endpoint
FLOW_1653,10.5.107.60,204.222.115.5,64785,5432,6,POSTGRESQL,39784,103,35805,SYN-ACK,Gi0/3,Gi0/1,40,outbound,workstation,cdn
FLOW_1654,10.2.178.54,20.50.68.43,62692,993,6,IMAPS,102831,84,9030,SYN,Gi0/0,Gi1/1,0,outbound,workstation,web_server
FLOW_1655,10.5.107.60,64.40.80.158,49935,5432,6,POSTGRESQL,254,20,38267,RST,Gi1/0,Gi0/1,0,inbound,workstation,web_server
FLOW_1656,10.3.247.248,35.126.134.34,50412,143,6,IMAP,24004,50,16020,FIN-ACK,Gi0/3,Gi0/0,0,outbound,iot_device,cloud_service
FLOW_1657,10.2.20.41,34.107.106.248,51178,110,6,POP3,177348,28,33136,SYN-ACK,Gi0/1,Gi0/2,0,outbound,workstation,cdn
FLOW_1658,10.2.178.54,20.50.68.43,61136,993,6,IMAPS,12575,22,80015,ACK,Gi1/0,Gi1/0,0,outbound,workstation,web_server
FLOW_1659,10.2.33.126,52.5.188.86,55536,993,6,IMAPS,120296,74,2531,RST-ACK,Gi1/1,Gi0/0,0,outbound,workstation,dns_server
FLOW_1660,10.4.229.250,31.105.205.250,59011,993,6,IMAPS,8558,64,30021,PSH-ACK,Gi1/1,Gi0/1,32,outbound,workstation,cloud_service
FLOW_1661,10.1.173.140,13.174.116.75,57310,3389,6,RDP,18393,8,24609,ACK,Gi0/2,Gi0/2,0,outbound,printer,web_server
FLOW_1662,10.4.100.164,199.24.125.134,60275,3306,6,MYSQL,46867,16,54768,FIN-ACK,Gi0/1,Gi0/1,0,outbound,server,cloud_service
FLOW_1663,10.3.227.28,8.243.31.56,60917,110,6,POP3,12032,36,31032,FIN-ACK,Gi0/3,Gi0/1,46,outbound,iot_device,mail_server
FLOW_1664,10.4.212.233,157.227.160.151,61697,25,6,SMTP,48834,41,48817,RST,Gi1/0,Gi0/3,46,inbound,workstation,api_endpoint
FLOW_1665,10.4.21.81,151.146.141.136,51962,443,6,HTTPS,75553,30,33254,SYN-ACK,Gi0/2,Gi0/2,0,inbound,printer,api_endpoint
FLOW_1666,10.5.245.10,93.140.89.185,63486,443,6,HTTPS,6842,85,17216,ACK,Gi1/0,Gi0/3,0,inbound,workstation,mail_server
FLOW_1667,10.1.128.143,34.28.93.71,64887,22,6,SSH,44215,64,94791,SYN-ACK,Gi1/1,Gi0/3,40,inbound,printer,dns_server
FLOW_1668,10.3.145.113,8.229.200.38,56165,22,6,SSH,8234,126,63572,FIN-ACK,Gi0/0,Gi0/1,0,inbound,workstation,web_server
FLOW_1669,10.3.21.46,72.167.45.25,62372,143,6,IMAP,18693,8,2913,ACK,Gi1/1,Gi0/1,0,outbound,printer,cloud_service
FLOW_1670,10.1.19.148,142.197.55.74,53450,25,6,SMTP,85916,6,10311,SYN-ACK,Gi0/0,Gi1/1,40,outbound,iot_device,web_server
FLOW_1671,10.3.229.197,204.11.129.237,50978,161,17,SNMP,62194,35,129992,ACK,Gi0/3,Gi1/0,0,inbound,iot_device,web_server
FLOW_1672,10.2.221.156,204.158.182.202,64701,53,17,DNS,169326,324,16566,SYN,Gi0/3,Gi0/0,0,outbound,iot_device,api_endpoint
FLOW_1673,10.3.145.113,64.98.113.127,60724,22,6,SSH,112349,27,57771,RST,Gi0/1,Gi0/0,40,outbound,workstation,web_server
FLOW_1674,10.2.33.126,52.5.188.86,49876,993,6,IMAPS,76448,53,3486,SYN-ACK,Gi0/1,Gi1/0,0,outbound,workstation,dns_server
FLOW_1675,10.3.173.173,64.202.136.241,52355,123,17,NTP,62729,21,47937,FIN-ACK,Gi0/3,Gi1/0,0,outbound,workstation,api_endpoint
FLOW_1676,10.3.145.113,64.98.113.127,61217,22,6,SSH,83834,89,25246,ACK,Gi0/0,Gi1/0,0,outbound,workstation,web_server
FLOW_1677,10.3.21.46,23.136.60.60,56175,143,6,IMAP,11084,122,5395,PSH-ACK,Gi0/3,Gi1/1,40,outbound,printer,api_endpoint
FLOW_1678,10.1.91.219,64.80.25.231,57704,21,6,FTP,41058,29,11522,RST,Gi0/0,Gi1/0,32,outbound,printer,api_endpoint
FLOW_1679,10.3.229.197,208.238.177.232,53995,161,17,SNMP,130509,9,31682,RST-ACK,Gi0/3,Gi0/3,40,outbound,iot_device,mail_server
FLOW_1680,10.2.107.89,8.20.211.195,53514,6379,6,REDIS,31207,28,14394,SYN-ACK,Gi1/1,Gi0/3,40,outbound,server,dns_server
FLOW_1681,10.4.166.211,8.239.173.177,52622,3306,6,MYSQL,153316,134,98501,PSH-ACK,Gi1/0,Gi0/1,40,outbound,workstation,cloud_service
