enrollment_id,fk_student_id,fk_course_id,fk_semester_id,grade,status
ENR_460,STU_11,COURSE_2,SEM_0,F,Failed
ENR_461,STU_71,COURSE_17,SEM_4,B,Completed
ENR_462,STU_2,COURSE_0,SEM_0,W,Withdrawn
ENR_463,STU_46,COURSE_11,SEM_2,W,Withdrawn
ENR_464,STU_74,COURSE_18,SEM_4,B,Completed
ENR_465,STU_50,COURSE_12,SEM_3,B,Completed
ENR_466,STU_68,COURSE_17,SEM_4,C,Completed
ENR_467,STU_78,COURSE_19,SEM_4,C,Completed
ENR_468,STU_22,COURSE_5,SEM_1,C,Completed
ENR_469,STU_9,COURSE_2,SEM_0,D,Completed
ENR_470,STU_5,COURSE_1,SEM_0,A,Completed
ENR_471,STU_57,COURSE_14,SEM_3,C,Completed
ENR_472,STU_26,COURSE_6,SEM_1,B,Completed
ENR_473,STU_19,COURSE_4,SEM_1,A,Completed
ENR_474,STU_73,COURSE_18,SEM_4,F,Failed
ENR_475,STU_80,COURSE_20,SEM_4,A,Completed
ENR_476,STU_95,COURSE_23,SEM_5,F,Failed
ENR_477,STU_48,COURSE_12,SEM_2,A,Completed
ENR_478,STU_52,COURSE_13,SEM_3,B,Completed
ENR_479,STU_98,COURSE_24,SEM_5,A,Completed
ENR_480,STU_50,COURSE_12,SEM_3,A,Completed
ENR_481,STU_18,COURSE_4,SEM_1,C,Completed
ENR_482,STU_25,COURSE_6,SEM_1,A,Completed
ENR_483,STU_96,COURSE_24,SEM_5,A,Completed
ENR_484,STU_4,COURSE_1,SEM_0,F,Failed
ENR_485,STU_80,COURSE_20,SEM_4,A,Completed
ENR_486,STU_64,COURSE_16,SEM_3,B,Completed
ENR_487,STU_48,COURSE_12,SEM_2,C,Completed
ENR_488,STU_83,COURSE_20,SEM_5,C,Completed
ENR_489,STU_81,COURSE_20,SEM_4,F,Failed
ENR_490,STU_43,COURSE_10,SEM_2,F,Failed
ENR_491,STU_60,COURSE_15,SEM_3,W,Withdrawn
ENR_492,STU_76,COURSE_19,SEM_4,W,Withdrawn
ENR_493,STU_65,COURSE_16,SEM_3,C,Completed
ENR_494,STU_48,COURSE_12,SEM_2,C,Completed
ENR_495,STU_91,COURSE_22,SEM_5,A,Completed
ENR_496,STU_88,COURSE_22,SEM_5,B,Completed
ENR_497,STU_6,COURSE_1,SEM_0,B,Completed
ENR_498,STU_54,COURSE_13,SEM_3,B,Completed
ENR_499,STU_83,COURSE_20,SEM_5,A,Completed
ENR_500,STU_8,COURSE_2,SEM_0,A,Completed
ENR_501,STU_38,COURSE_9,SEM_2,A,Completed
ENR_502,STU_50,COURSE_12,SEM_3,B,Completed
ENR_503,STU_32,COURSE_8,SEM_1,A,Completed
ENR_504,STU_69,COURSE_17,SEM_4,A,Completed
ENR_505,STU_99,COURSE_24,SEM_5,W,Withdrawn
ENR_506,STU_36,COURSE_9,SEM_2,D,Completed
ENR_507,STU_78,COURSE_19,SEM_4,A,Completed
ENR_508,STU_11,COURSE_2,SEM_0,A,Completed
ENR_509,STU_48,COURSE_12,SEM_2,B,Completed
ENR_510,STU_0,COURSE_0,SEM_0,C,Completed
ENR_511,STU_42,COURSE_10,SEM_2,A,Completed
ENR_512,STU_1,COURSE_0,SEM_0,A,Completed
ENR_513,STU_87,COURSE_21,SEM_5,W,Withdrawn
ENR_514,STU_96,COURSE_24,SEM_5,D,Completed
ENR_515,STU_8,COURSE_2,SEM_0,B,Completed
ENR_516,STU_81,COURSE_20,SEM_4,B,Completed
ENR_517,STU_70,COURSE_17,SEM_4,B,Completed
ENR_518,STU_30,COURSE_7,SEM_1,A,Completed
ENR_519,STU_78,COURSE_19,SEM_4,B,Completed
ENR_520,STU_96,COURSE_24,SEM_5,C,Completed
ENR_521,STU_79,COURSE_19,SEM_4,A,Completed
ENR_522,STU_69,COURSE_17,SEM_4,C,Completed
ENR_523,STU_32,COURSE_8,SEM_1,B,Completed
ENR_524,STU_60,COURSE_15,SEM_3,C,Completed
ENR_525,STU_79,COURSE_19,SEM_4,W,Withdrawn
ENR_526,STU_71,COURSE_17,SEM_4,B,Completed
ENR_527,STU_22,COURSE_5,SEM_1,W,Withdrawn
ENR_528,STU_41,COURSE_10,SEM_2,A,Completed
ENR_529,STU_36,COURSE_9,SEM_2,B,Completed
ENR_530,STU_69,COURSE_17,SEM_4,B,Completed
ENR_531,STU_41,COURSE_10,SEM_2,A,Completed
ENR_532,STU_41,COURSE_10,SEM_2,C,Completed
ENR_533,STU_54,COURSE_13,SEM_3,C,Completed
ENR_534,STU_57,COURSE_14,SEM_3,C,Completed
ENR_535,STU_11,COURSE_2,SEM_0,W,Withdrawn
ENR_536,STU_92,COURSE_23,SEM_5,B,Completed
ENR_537,STU_40,COURSE_10,SEM_2,C,Completed
ENR_538,STU_17,COURSE_4,SEM_1,B,Completed
ENR_539,STU_0,COURSE_0,SEM_0,F,Failed
ENR_540,STU_43,COURSE_10,SEM_2,A,Completed
ENR_541,STU_74,COURSE_18,SEM_4,W,Withdrawn
ENR_542,STU_29,COURSE_7,SEM_1,W,Withdrawn
ENR_543,STU_85,COURSE_21,SEM_5,B,Completed
ENR_544,STU_19,COURSE_4,SEM_1,B,Completed
ENR_545,STU_13,COURSE_3,SEM_0,C,Completed
ENR_546,STU_39,COURSE_9,SEM_2,B,Completed
ENR_547,STU_70,COURSE_17,SEM_4,D,Completed
ENR_548,STU_29,COURSE_7,SEM_1,B,Completed
ENR_549,STU_82,COURSE_20,SEM_4,C,Completed
ENR_550,STU_2,COURSE_0,SEM_0,B,Completed
ENR_551,STU_98,COURSE_24,SEM_5,A,Completed
ENR_552,STU_4,COURSE_1,SEM_0,B,Completed
ENR_553,STU_84,COURSE_21,SEM_5,B,Completed
ENR_554,STU_0,COURSE_0,SEM_0,C,Completed
ENR_555,STU_42,COURSE_10,SEM_2,A,Completed
ENR_556,STU_30,COURSE_7,SEM_1,C,Completed
ENR_557,STU_97,COURSE_24,SEM_5,B,Completed
ENR_558,STU_65,COURSE_16,SEM_3,C,Completed
ENR_559,STU_97,COURSE_24,SEM_5,A,Completed
ENR_560,STU_41,COURSE_10,SEM_2,W,Withdrawn
ENR_561,STU_50,COURSE_12,SEM_3,A,Completed
ENR_562,STU_50,COURSE_12,SEM_3,W,Withdrawn
ENR_563,STU_75,COURSE_18,SEM_4,F,Failed
ENR_564,STU_50,COURSE_12,SEM_3,W,Withdrawn
ENR_565,STU_91,COURSE_22,SEM_5,A,Completed
ENR_566,STU_19,COURSE_4,SEM_1,F,Failed
ENR_567,STU_47,COURSE_11,SEM_2,B,Completed
ENR_568,STU_24,COURSE_6,SEM_1,B,Completed
ENR_569,STU_86,COURSE_21,SEM_5,C,Completed
ENR_570,STU_13,COURSE_3,SEM_0,C,Completed
ENR_571,STU_70,COURSE_17,SEM_4,C,Completed
ENR_572,STU_91,COURSE_22,SEM_5,W,Withdrawn
ENR_573,STU_29,COURSE_7,SEM_1,A,Completed
ENR_574,STU_27,COURSE_6,SEM_1,C,Completed
ENR_575,STU_76,COURSE_19,SEM_4,B,Completed
ENR_576,STU_59,COURSE_14,SEM_3,D,Completed
ENR_577,STU_57,COURSE_14,SEM_3,B,Completed
ENR_578,STU_88,COURSE_22,SEM_5,F,Failed
ENR_579,STU_9,COURSE_2,SEM_0,C,Completed
ENR_580,STU_27,COURSE_6,SEM_1,D,Completed
ENR_581,STU_39,COURSE_9,SEM_2,B,Completed
ENR_582,STU_91,COURSE_22,SEM_5,D,Completed
ENR_583,STU_7,COURSE_1,SEM_0,B,Completed
ENR_584,STU_45,COURSE_11,SEM_2,B,Completed
ENR_585,STU_47,COURSE_11,SEM_2,W,Withdrawn
ENR_586,STU_1,COURSE_0,SEM_0,A,Completed
ENR_587,STU_42,COURSE_10,SEM_2,A,Completed
ENR_588,STU_64,COURSE_16,SEM_3,D,Completed
ENR_589,STU_42,COURSE_10,SEM_2,A,Completed
ENR_590,STU_30,COURSE_7,SEM_1,A,Completed
ENR_591,STU_58,COURSE_14,SEM_3,B,Completed
ENR_592,STU_98,COURSE_24,SEM_5,F,Failed
ENR_593,STU_12,COURSE_3,SEM_0,B,Completed
ENR_594,STU_28,COURSE_7,SEM_1,W,Withdrawn
ENR_595,STU_93,COURSE_23,SEM_5,B,Completed
ENR_596,STU_29,COURSE_7,SEM_1,C,Completed
ENR_597,STU_68,COURSE_17,SEM_4,C,Completed
ENR_598,STU_35,COURSE_8,SEM_2,C,Completed
ENR_599,STU_82,COURSE_20,SEM_4,B,Completed
ENR_600,STU_58,COURSE_14,SEM_3,A,Completed
ENR_601,STU_89,COURSE_22,SEM_5,F,Failed
ENR_602,STU_63,COURSE_15,SEM_3,B,Completed
ENR_603,STU_58,COURSE_14,SEM_3,C,Completed
ENR_604,STU_48,COURSE_12,SEM_2,F,Failed
ENR_605,STU_4,COURSE_1,SEM_0,A,Completed
ENR_606,STU_12,COURSE_3,SEM_0,D,Completed
ENR_607,STU_71,COURSE_17,SEM_4,D,Completed
ENR_608,STU_63,COURSE_15,SEM_3,B,Completed
ENR_609,STU_56,COURSE_14,SEM_3,C,Completed
ENR_610,STU_11,COURSE_2,SEM_0,F,Failed
ENR_611,STU_82,COURSE_20,SEM_4,B,Completed
ENR_612,STU_79,COURSE_19,SEM_4,B,Completed
ENR_613,STU_53,COURSE_13,SEM_3,D,Completed
ENR_614,STU_25,COURSE_6,SEM_1,B,Completed
ENR_615,STU_81,COURSE_20,SEM_4,B,Completed
ENR_616,STU_52,COURSE_13,SEM_3,A,Completed
ENR_617,STU_99,COURSE_24,SEM_5,B,Completed
ENR_618,STU_28,COURSE_7,SEM_1,B,Completed
ENR_619,STU_35,COURSE_8,SEM_2,C,Completed
ENR_620,STU_80,COURSE_20,SEM_4,B,Completed
ENR_621,STU_17,COURSE_4,SEM_1,F,Failed
ENR_622,STU_32,COURSE_8,SEM_1,B,Completed
ENR_623,STU_39,COURSE_9,SEM_2,B,Completed
ENR_624,STU_72,COURSE_18,SEM_4,C,Completed
ENR_625,STU_75,COURSE_18,SEM_4,B,Completed
ENR_626,STU_78,COURSE_19,SEM_4,W,Withdrawn
ENR_627,STU_43,COURSE_10,SEM_2,B,Completed
ENR_628,STU_61,COURSE_15,SEM_3,B,Completed
ENR_629,STU_58,COURSE_14,SEM_3,A,Completed
ENR_630,STU_77,COURSE_19,SEM_4,B,Completed
ENR_631,STU_12,COURSE_3,SEM_0,B,Completed
ENR_632,STU_31,COURSE_7,SEM_1,W,Withdrawn
ENR_633,STU_72,COURSE_18,SEM_4,A,Completed
ENR_634,STU_20,COURSE_5,SEM_1,C,Completed
ENR_635,STU_28,COURSE_7,SEM_1,B,Completed
ENR_636,STU_97,COURSE_24,SEM_5,A,Completed
ENR_637,STU_19,COURSE_4,SEM_1,C,Completed
ENR_638,STU_99,COURSE_24,SEM_5,B,Completed
ENR_639,STU_86,COURSE_21,SEM_5,B,Completed
ENR_640,STU_15,COURSE_3,SEM_0,A,Completed
ENR_641,STU_56,COURSE_14,SEM_3,F,Failed
ENR_642,STU_32,COURSE_8,SEM_1,A,Completed
ENR_643,STU_48,COURSE_12,SEM_2,F,Failed
ENR_644,STU_60,COURSE_15,SEM_3,A,Completed
ENR_645,STU_89,COURSE_22,SEM_5,C,Completed
ENR_646,STU_93,COURSE_23,SEM_5,F,Failed
ENR_647,STU_8,COURSE_2,SEM_0,A,Completed
ENR_648,STU_17,COURSE_4,SEM_1,A,Completed
ENR_649,STU_69,COURSE_17,SEM_4,B,Completed
ENR_650,STU_20,COURSE_5,SEM_1,F,Failed
ENR_651,STU_32,COURSE_8,SEM_1,C,Completed
ENR_652,STU_58,COURSE_14,SEM_3,B,Completed
ENR_653,STU_17,COURSE_4,SEM_1,A,Completed
ENR_654,STU_99,COURSE_24,SEM_5,W,Withdrawn
ENR_655,STU_67,COURSE_16,SEM_4,F,Failed
ENR_656,STU_22,COURSE_5,SEM_1,W,Withdrawn
ENR_657,STU_36,COURSE_9,SEM_2,W,Withdrawn
ENR_658,STU_64,COURSE_16,SEM_3,F,Failed
ENR_659,STU_32,COURSE_8,SEM_1,F,Failed
ENR_660,STU_62,COURSE_15,SEM_3,A,Completed
ENR_661,STU_94,COURSE_23,SEM_5,B,Completed
ENR_662,STU_36,COURSE_9,SEM_2,B,Completed
ENR_663,STU_19,COURSE_4,SEM_1,B,Completed
ENR_664,STU_28,COURSE_7,SEM_1,C,Completed
ENR_665,STU_51,COURSE_12,SEM_3,C,Completed
ENR_666,STU_55,COURSE_13,SEM_3,A,Completed
ENR_667,STU_2,COURSE_0,SEM_0,B,Completed
ENR_668,STU_64,COURSE_16,SEM_3,B,Completed
ENR_669,STU_16,COURSE_4,SEM_0,A,Completed
ENR_670,STU_62,COURSE_15,SEM_3,B,Completed
ENR_671,STU_88,COURSE_22,SEM_5,F,Failed
ENR_672,STU_19,COURSE_4,SEM_1,A,Completed
ENR_673,STU_78,COURSE_19,SEM_4,B,Completed
ENR_674,STU_3,COURSE_0,SEM_0,W,Withdrawn
ENR_675,STU_55,COURSE_13,SEM_3,B,Completed
ENR_676,STU_66,COURSE_16,SEM_4,C,Completed
ENR_677,STU_22,COURSE_5,SEM_1,C,Completed
ENR_678,STU_78,COURSE_19,SEM_4,D,Completed
ENR_679,STU_55,COURSE_13,SEM_3,C,Completed
ENR_680,STU_41,COURSE_10,SEM_2,A,Completed
ENR_681,STU_1,COURSE_0,SEM_0,C,Completed
ENR_682,STU_13,COURSE_3,SEM_0,C,Completed
ENR_683,STU_71,COURSE_17,SEM_4,F,Failed
ENR_684,STU_40,COURSE_10,SEM_2,B,Completed
ENR_685,STU_71,COURSE_17,SEM_4,B,Completed
ENR_686,STU_96,COURSE_24,SEM_5,B,Completed
ENR_687,STU_64,COURSE_16,SEM_3,C,Completed
ENR_688,STU_74,COURSE_18,SEM_4,F,Failed
ENR_689,STU_61,COURSE_15,SEM_3,B,Completed
ENR_690,STU_30,COURSE_7,SEM_1,D,Completed
ENR_691,STU_7,COURSE_1,SEM_0,B,Completed
ENR_692,STU_61,COURSE_15,SEM_3,A,Completed
ENR_693,STU_24,COURSE_6,SEM_1,D,Completed
ENR_694,STU_12,COURSE_3,SEM_0,A,Completed
ENR_695,STU_57,COURSE_14,SEM_3,A,Completed
ENR_696,STU_61,COURSE_15,SEM_3,B,Completed
ENR_697,STU_39,COURSE_9,SEM_2,D,Completed
ENR_698,STU_62,COURSE_15,SEM_3,C,Completed
ENR_699,STU_99,COURSE_24,SEM_5,A,Completed
ENR_700,STU_75,COURSE_18,SEM_4,B,Completed
ENR_701,STU_92,COURSE_23,SEM_5,D,Completed
ENR_702,STU_6,COURSE_1,SEM_0,D,Completed
ENR_703,STU_15,COURSE_3,SEM_0,A,Completed
ENR_704,STU_35,COURSE_8,SEM_2,B,Completed
ENR_705,STU_58,COURSE_14,SEM_3,C,Completed
ENR_706,STU_69,COURSE_17,SEM_4,A,Completed
ENR_707,STU_69,COURSE_17,SEM_4,B,Completed
ENR_708,STU_90,COURSE_22,SEM_5,F,Failed
ENR_709,STU_13,COURSE_3,SEM_0,A,Completed
ENR_710,STU_17,COURSE_4,SEM_1,C,Completed
ENR_711,STU_31,COURSE_7,SEM_1,D,Completed
ENR_712,STU_16,COURSE_4,SEM_1,W,Withdrawn
ENR_713,STU_71,COURSE_17,SEM_4,D,Completed
ENR_714,STU_41,COURSE_10,SEM_2,A,Completed
ENR_715,STU_90,COURSE_22,SEM_5,A,Completed
ENR_716,STU_28,COURSE_7,SEM_1,D,Completed
ENR_717,STU_34,COURSE_8,SEM_2,C,Completed
ENR_718,STU_29,COURSE_7,SEM_1,C,Completed
ENR_719,STU_23,COURSE_5,SEM_1,B,Completed
ENR_720,STU_84,COURSE_21,SEM_5,B,Completed
ENR_721,STU_82,COURSE_20,SEM_4,A,Completed
ENR_722,STU_29,COURSE_7,SEM_1,F,Failed
ENR_723,STU_58,COURSE_14,SEM_3,A,Completed
ENR_724,STU_87,COURSE_21,SEM_5,F,Failed
ENR_725,STU_47,COURSE_11,SEM_2,B,Completed
ENR_726,STU_90,COURSE_22,SEM_5,A,Completed
ENR_727,STU_25,COURSE_6,SEM_1,B,Completed
ENR_728,STU_22,COURSE_5,SEM_1,B,Completed
ENR_729,STU_7,COURSE_1,SEM_0,B,Completed
ENR_730,STU_63,COURSE_15,SEM_3,W,Withdrawn
ENR_731,STU_1,COURSE_0,SEM_0,D,Completed
ENR_732,STU_17,COURSE_4,SEM_1,W,Withdrawn
ENR_733,STU_57,COURSE_14,SEM_3,F,Failed
ENR_734,STU_44,COURSE_11,SEM_2,A,Completed
ENR_735,STU_19,COURSE_4,SEM_1,W,Withdrawn
ENR_736,STU_51,COURSE_12,SEM_3,A,Completed
ENR_737,STU_97,COURSE_24,SEM_5,B,Completed
ENR_738,STU_98,COURSE_24,SEM_5,F,Failed
ENR_739,STU_10,COURSE_2,SEM_0,F,Failed
ENR_740,STU_75,COURSE_18,SEM_4,B,Completed
ENR_741,STU_45,COURSE_11,SEM_2,D,Completed
ENR_742,STU_46,COURSE_11,SEM_2,C,Completed
ENR_743,STU_39,COURSE_9,SEM_2,B,Completed
ENR_744,STU_83,COURSE_20,SEM_5,B,Completed
ENR_745,STU_23,COURSE_5,SEM_1,B,Completed
ENR_746,STU_58,COURSE_14,SEM_3,A,Completed
ENR_747,STU_74,COURSE_18,SEM_4,B,Completed
ENR_748,STU_41,COURSE_10,SEM_2,D,Completed
ENR_749,STU_64,COURSE_16,SEM_3,B,Completed
ENR_750,STU_11,COURSE_2,SEM_0,F,Failed
ENR_751,STU_72,COURSE_18,SEM_4,C,Completed
ENR_752,STU_30,COURSE_7,SEM_1,D,Completed
ENR_753,STU_8,COURSE_2,SEM_0,B,Completed
ENR_754,STU_29,COURSE_7,SEM_1,C,Completed
ENR_755,STU_35,COURSE_8,SEM_2,W,Withdrawn
ENR_756,STU_64,COURSE_16,SEM_3,C,Completed
ENR_757,STU_51,COURSE_12,SEM_3,F,Failed
ENR_758,STU_83,COURSE_20,SEM_4,A,Completed
ENR_759,STU_42,COURSE_10,SEM_2,C,Completed
ENR_760,STU_88,COURSE_22,SEM_5,C,Completed
ENR_761,STU_4,COURSE_1,SEM_0,F,Failed
ENR_762,STU_32,COURSE_8,SEM_1,A,Completed
ENR_763,STU_19,COURSE_4,SEM_1,D,Completed
ENR_764,STU_38,COURSE_9,SEM_2,B,Completed
ENR_765,STU_94,COURSE_23,SEM_5,W,Withdrawn
ENR_766,STU_13,COURSE_3,SEM_0,A,Completed
ENR_767,STU_16,COURSE_4,SEM_0,F,Failed
ENR_768,STU_40,COURSE_10,SEM_2,W,Withdrawn
ENR_769,STU_85,COURSE_21,SEM_5,W,Withdrawn
ENR_770,STU_0,COURSE_0,SEM_0,C,Completed
ENR_771,STU_82,COURSE_20,SEM_4,B,Completed
ENR_772,STU_77,COURSE_19,SEM_4,B,Completed
ENR_773,STU_39,COURSE_9,SEM_2,B,Completed
ENR_774,STU_4,COURSE_1,SEM_0,C,Completed
ENR_775,STU_46,COURSE_11,SEM_2,D,Completed
ENR_776,STU_70,COURSE_17,SEM_4,D,Completed
ENR_777,STU_82,COURSE_20,SEM_4,A,Completed
ENR_778,STU_15,COURSE_3,SEM_0,W,Withdrawn
ENR_779,STU_68,COURSE_17,SEM_4,C,Completed
ENR_780,STU_55,COURSE_13,SEM_3,C,Completed
ENR_781,STU_83,COURSE_20,SEM_5,B,Completed
ENR_782,STU_71,COURSE_17,SEM_4,A,Completed
ENR_783,STU_75,COURSE_18,SEM_4,A,Completed
ENR_784,STU_85,COURSE_21,SEM_5,D,Completed
ENR_785,STU_69,COURSE_17,SEM_4,B,Completed
ENR_786,STU_39,COURSE_9,SEM_2,C,Completed
ENR_787,STU_91,COURSE_22,SEM_5,F,Failed
ENR_788,STU_55,COURSE_13,SEM_3,C,Completed
ENR_789,STU_82,COURSE_20,SEM_4,C,Completed
ENR_790,STU_10,COURSE_2,SEM_0,A,Completed
ENR_791,STU_17,COURSE_4,SEM_1,A,Completed
ENR_792,STU_54,COURSE_13,SEM_3,B,Completed
ENR_793,STU_74,COURSE_18,SEM_4,C,Completed
ENR_794,STU_95,COURSE_23,SEM_5,F,Failed
ENR_795,STU_8,COURSE_2,SEM_0,D,Completed
ENR_796,STU_86,COURSE_21,SEM_5,B,Completed
ENR_797,STU_42,COURSE_10,SEM_2,C,Completed
ENR_798,STU_95,COURSE_23,SEM_5,A,Completed
ENR_799,STU_39,COURSE_9,SEM_2,C,Completed
